job_id,scraped_job_title,recruiter_name,job_location_text,full_job_description,extracted_clues,potential_companies,analysis_summary,top_company,top_confidence
979664ce-379e-42cf-8808-5b45d88ed46e,Design Engineer,Verto People,Kettering,"Design Engineer / Project Engineer / Mechanical Design Engineer required to join a well-established engineering company based in Kettering, Northamptonshire. The successful Project Engineer will be responsible for managing the engineering and technical aspects of projects from initial concept through to design, manufacturing, testing, and commissioning, working closely with customers, suppliers, and internal teams to deliver tailored solutions. The Project Engineer will have experience in sheet metal and fabricated product design, with skills in 3D and 2D CAD, ideally SolidWorks and AutoCAD, as well as experience in special purpose machinery, conveyors, or similar engineered equipment. Design Engineer / Project Engineer / Mechanical Design Engineer Package - Salary up to £45,000 - Pension - Benefits package Design Engineer / Project Engineer / Mechanical Design Engineer Role - Produce arrangement drawings in 3D and/or 2D for projects and sales - Integrate products such as conveyors, structures, and ancillary equipment with third-party machinery into complete plant layouts - Work with sales and project teams to finalise layouts and gain customer approval before project launch - Design, model, and detail products for manufacture using SolidWorks - Create and manage BOMs within the MRP system - Produce and maintain technical documents, manuals, and specifications - Attend site to take or verify measurements - Support manufacturing, installation, commissioning, and testing activities on site when required - Improve existing designs and processes for efficiency and cost reduction - Work closely with the Head of Projects and Project Managers to ensure successful project delivery Design Engineer / Project Engineer / Mechanical Design Engineer Requirements - 8 Years experience as a Design Engineer, Project Engineer, Mechanical Design Engineer, or similar role within mechanical or manufacturing engineering - Experience in sheet metal and fabricated product design is essential - Experience in special purpose machinery or conveyor design is desirable - Proficient in SolidWorks 2024 and AutoCAD 2D - Knowledge of relevant industry regulations and standards - HNC or equivalent qualification in mechanical or manufacturing engineering - Must be able to commute to Kettering","{""error"": ""Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",,0.0
b125a64e-457b-4636-ac88-94f7a27aa612,Senior Mechanical Design Engineer,ATA Recruitment,Nottingham,"The company: Our client is a leading provider of mechanical engineering services in the area, supplying, designing an installing Bespoke Materials Handling Equipment and Special Purpose Machinery. Established in the area, they have built a strong reputation for delivering quality service to their clients nationwide in the FMCG, and Logistics industries. Their team designs and assembles a variety of products, including conveyor systems, robots, structural steel work, Crane Systems, and more. They pride themselves in a providing a high standard of craftsmanship and innovation, Working with multi-billion-pound business across the UK. As a business they are experiencing growth and a consistent large volume of incoming projects, with a full order book! and have recently promoted from within, as such they are looking to expand their design team to allow them to run additional projects simultaneously. They currently employ over 150 employees across the business, with around 10 engineers in the design team.

The role: As a Mechanical Design Engineer, you will be an integral part of the close-knit design team, working on a variety of projects from initial conception and proposal, and seeing them all the way through to installation.

Your responsibilities will include: Designing whole machinery as well as individual components. Offering a “cradle to grave” solution. Using the CAD Package Solid Works. Producing both 3D and 2D drawing (With a large focus on 3D). Attending site visits and consulting clients to understand project requirements. Creating detailed workshop drawings and overseeing the fabrication process. Being involved with the selection and purchasing of components. Managing multiple projects and ensuring timely delivery. Collaborating with clients and internal teams to plan installations.

What we’re looking for in a candidate: Previous use of SolidWorks is essential. A general understanding of engineering principles and the ability to problem solve. Experience within the food processing, conveyor systems or sheet metal industry. Experience designing SPM and building prototypes. Strong project management skills and the ability to manage your own workload. Capable of working within a customer facing role and offering a consultative service to clients. Excellent communication skills and the ability to work independently.

The Benefits: Competitive salary package - £40k - £50k Depending on experience. Office-based role, with small friendly team. Working hours of: 8:30am – 5pm (Mon-Friday). With option for flexible hours starting as early as 6:30am. 25 days of annual leave + bank holidays. A supportive and collaborative work environment. Opportunities for professional development and career growth within an expanding team.","{""error"": ""Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",,0.0
78543b6b-5e24-4ddb-8888-7af358d1e187,Senior Mechanical Design Engineer,ATA Recruitment,Coventry (Hybrid – 2 days from home),"Senior Mechanical Design Engineer
- Competitive salary: £50,000 – £60,000
- Coventry (Hybrid – 2 days from home)
- 25 days holiday + bank holidays
- Hybrid working: 2 days from home
- Life assurance
- Company pension contribution
- Career development opportunities in a global organisation
Location: Coventry
Reference: BP 219
ATA Recruitment are working in partnership with a leading engineering firm that specialises in the design and manufacture of bespoke equipment for the chemical and processing industries. They’re currently seeking an experienced Senior Mechanical Design Engineer to join their dynamic team and lead the mechanical design function across a range of complex, high-value projects.
This is a fantastic opportunity to work within a business that specialises in the design and manufacture of special purpose equipment for the chemical and processing industries. The company delivers high-quality engineered solutions that meet international standards and regulatory requirements, with a strong focus on safety, efficiency, and sustainability.
Key Responsibilities:
As a Senior Mechanical Design Engineer, you will:
- Lead the mechanical design team in producing system drawings, general arrangements, sub-assemblies, and detailed part drawings using 2D CAD and 3D Inventor.
- Oversee project delivery, ensuring designs are completed on time, within budget, and to the highest quality standards.
- Mentor team capacity planning and resource allocation across multiple projects.
- Collaborate with internal departments including Production, Procurement, Sales, and R&D, as well as external suppliers and technical agencies.
- Drive continuous improvement and configuration management across the product range.
What We’re Looking For:
To succeed as a Senior Mechanical Design Engineer, you should have:
- A qualification in Mechanical Engineering.
- Experience in mechanical design, ideally within special purpose machinery or manufacturing.
- Proficiency in Autodesk Inventor or other similar CAD software.
- Strong knowledge of sheet metal and machined component design, GD&T, and manufacturing processes.
- Excellent documentation skills and the ability to produce manufacturing-ready designs.
- Strong leadership, communication, and problem-solving abilities.
What They Offer for The Senior Mechanical Design Engineer:
- Coventry (Hybrid – 2 days from home)
- Competitive salary: £50,000 – £60,000
- 25 days holiday + bank holidays
- Hybrid working: 2 days from home
- Life assurance
- Company pension contribution
- Career development opportunities in a global organisation
ATA Recruitment are working exclusively with this client we will be conducting a short list starting today, we will conduct the 1st interview over the phone, and the successful candidates will then be forwarded to our client with our recommendation.
If you wish to be considered for this opportunity then please respond with your intention as we are looking to fill this role in the not-so-distant future, you will then be contacting by one of our Recruitment Consultant who will be able to provide more details.
Contact:
Bhav Patel
Recruitment Consultant
(phone number removed)
(url removed)
ATA Recruitment specialises in Manufacturing, Infrastructure, Civil, Transportation and general Engineering recruitment on both a permanent and contract basis – for more opportunities like this one, visit our website.
By applying you accept the terms of our Privacy Notice which can be found on our website
ATA is committed to creating a diverse workforce and is an equal opportunities employer. We welcome applications from all suitably qualified persons regardless of age, disability, gender, marriage and civil partnership, pregnancy and maternity, race, religion or belief, sex, and sexual orientation","{""error"": ""Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",,0.0
d123494c-389f-46a5-a83a-be7c97448840,Mechanical Design Engineer (Industrial Projects),Rise Technical Recruitment,"Newark, Nottinghamshire","Mechanical Design Engineer (Industrial Projects) £30,000 - £40,000 + Fantastic Training + Scope to become a technical expert + Profit related bonus + Health Insurance + Private Pension + 37.5 hours per week Office based, Commutable from Nottinghamshire, Newark on Trent and surrounding areas Are you a Design Engineer with a Mechanical understanding looking for industry leading training on specialist processes within a rapidly expanding expert in their industry with the scope to become the technical go to person? This is a great opportunity for a Mechanical Design Engineer who is looking to join a close-knit team where you will manage projects from cradle to grave with a design, installation and commissioning company working on projects such as piping and pumping designs within the Engineering industry. The company have been established for over 30 years and have roughly 80 employees, they are known in their industry as technical experts and have a low staff turnover as they always work towards being a great place to work. This role will suit a Mechanical Design Engineer looking to become a technical expert through great training. The Role: *Dealing with Projects from cradle to grave working on Pumping and Piping projects. *Working as part of a 3 person team where you will work alongside the design, installation and commissioning teams *Lots of further training to upskill yourself and become a go-to expert. The Person: *Previous background within Design Engineering *Looking for a long term career *Experience with 3D design with software such as inventor If you are interested in this role please click apply for the attention of Harry Heal @ Rise Technical Recruitment Reference Number: (phone number removed) To apply for this role or to be considered for further roles, please click ""Apply Now"""" or contact Harry Heal at Rise Technical Recruitment. Rise Technical Recruitment Ltd acts an employment agency for permanent roles and an employment business for temporary roles. The salary advertised is the bracket available for this position. The actual salary paid will be dependent on your level of experience","{""error"": ""Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",,0.0
2dc1ee95-c8ff-488e-9472-903783e2f107,Senior / Principal Mechanical Building Services Design Engineer - Remote Working,GR Associates,"Nottingham, Nottinghamshire","The client is a multi-disciplinary consulting engineers, providing exciting projects and career pathways for all of it's UK employees.
With a long term commitment to growing it’s UK business, building upon a highly successful development plan that accounts for both organic growth and future acquisitions, the company is perfectly placed to continue its position as one of the elite engineering consultancies.
Excitingly, the MEP division goes from strength to strength and is looking to make additions to the team nationwide at various levels. The client are keen to attract a talented Senior / Principal level Mechanical Design Engineer to take a leading role across the M&E Division. The appointed candidate will be working remotely as part of a regional, and at times national team, expected to manage project work, undertake detailed design to the required standards and to maintain excellent levels of client service.
Focused strongly on technical delivery and demonstrating excellent understanding of client care, you will be an important part of a close-knit team working on a wide variety of live schemes. There is also the opportunity to get involved in international signature projects if desired.
Key responsibilities include:
- To take a key role representing the company on MEP projects leading your own discipline and (for suitably sized projects) also managing engineers of a complimentary discipline
- Able to work using your own initiative with minimal supervision
- Complete detailed designs and supervise the work of others in this function
- Have an ability to inspire confidence both internally and externally, and then use this to strengthen client relationships
- Manage time on projects to suit deadlines and complete assigned tasks as stipulated by the project lead
- Co-ordinate tasks so all deadlines are met and allocate resource appropriately
Applications are invited from forward thinking, technically competent Engineers who share a passion for sustainable building design. Desirable qualifications / experience include:
- Being a qualified Mechanical Building Services Engineer having a proven and demonstrable track record in HVAC Design
- Having a CIBSE / IET / IMechE Engineering Council accredited honours degree, or an HNC in an applicable discipline with commitment to continue with higher education.
- To be an excellent communicator and possess the ability to make what is complicated, simple
- An interest in, or experience, using digital and parametric design tools","{""error"": ""Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",,0.0
92ca66df-71e1-44be-922a-119861f61598,Senior Mechanical Design Engineer,RGB Recruitment,Birmingham,"Senior Mechanical Design Engineer
Contract: Permanent Hours: Full Time Salary: DOE
Location: Birmingham Start Date: Immediate/ASAP
A well-established building services consultancy in Birmingham is seeking a Senior Mechanical Design Engineer to join their growing team. The company delivers high-quality mechanical, electrical and environmental design solutions across a wide range of projects, including commercial, residential, healthcare, industrial, retail and mixed-use developments.
The successful candidate will play a key role within a multi-disciplinary team, providing technical leadership, design expertise, and project support from concept through to completion.
Key Responsibilities:
- Deliver detailed mechanical designs across a variety of building types.
- Prepare drawings, technical reports and specifications to a high standard.
- Liaise directly with clients, design teams and contractors on technical matters.
- Manage project coordination, supplier engagement and contractor monitoring.
- Promote and integrate sustainable design principles within all projects.
- Utilise relevant design software and tools to deliver accurate and efficient designs.
- Maintain a strong understanding of British Standards, Building Regulations and industry best practices.
Key Skills & Qualifications:
- Degree or relevant qualification in Mechanical or Building Services Engineering.
- Proven experience in mechanical design within building services.
- Excellent communication, organisation and teamwork skills.
- Ability to manage multiple priorities and deliver to deadlines.
- Experience using design software such as AutoCAD, Revit, and TAS (advantageous).
- Commitment to professional development and continuous improvement.
Desirable:
- Chartered or working towards membership with CIBSE or similar professional body.
- Knowledge of sustainable and low-carbon design principles.
- Full UK driving licence.
Benefits:
This business offers a supportive, progressive environment focused on professional growth and wellbeing. Benefits include:
- Competitive salary with annual reviews.
- Hybrid and flexible working arrangements.
- Contributory pension scheme.
- Generous annual leave, including paid Christmas shutdown.
- Professional training and qualification support.
- Early finish on Fridays.
- Life assurance and employee assistance programme.
- Volunteering days and community engagement opportunities.
- Cycle-to-work and EV salary sacrifice schemes.
- Enhanced family-friendly policies.
This is a great opportunity for an ambitious Mechanical Design Engineer looking to take the next step in their career and work on a diverse portfolio of sustainable, high-quality building projects.","{""error"": ""Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",,0.0
ff4c773d-3b15-490b-89d8-0a5aaa380ffc,Senior Mechanical Design Engineer - Expiring soon!,Robinson Brown Search Limited,"Birmingham, West Midlands (County)","Senior Mechanical Design Engineer – Building Services (Birmingham)
Location: Birmingham - Full-time, Permanent
Hours: 36.25 per week (with Hybrid / Flexible working)
An established and forward-thinking building services consultancy is seeking a Senior Mechanical Design Engineer to join their Birmingham-based team. This is an excellent opportunity to work on complex and sustainability-led projects across a wide range of sectors, in an environment that values autonomy, progression, and innovation.
Company
This multi-disciplinary MEP consultancy is passionate about engineering buildings that are energy-efficient, people-friendly, and future-ready. Operating across the UK and internationally, they bring a collaborative and research-driven approach to mechanical and electrical design, with deep expertise across sectors including healthcare, education, residential, industrial, and commercial.
What You’ll Be Doing
As a Senior Mechanical Engineer, you’ll play a key technical and client-facing role within the business. You’ll lead or contribute to a variety of exciting projects large and small while mentoring junior team members and helping raise the overall standard of mechanical engineering delivery.
Key responsibilities include:
- Leading mechanical design on selected projects from inception to completion
- Supporting and guiding junior engineers within the team
- Preparing mechanical specifications, calculations, and coordinated drawings
- Attending key client meetings and presenting technical solutions
- Collaborating with electrical and sustainability teams
- Delivering projects to high technical standards and within agreed timescales
- Helping strengthen client relationships and encouraging repeat business
- Contributing to continuous technical improvement within the team
What You’ll Bring
- Degree in Mechanical or Building Services Engineering (HNC/HND with solid experience also considered)
- Chartered or working towards Chartership (CIBSE, IMechE, etc.)
- At least 3–4 years of post-qualification design experience in building services
- Strong understanding of UK Building Regs, British/European Standards
- Experience with tools such as Revit, Amtech, Relux/DIALux, Microsoft Office
- Familiarity with HTMs and healthcare design (beneficial but not essential)
- Working knowledge of sustainability-led systems (e.g. BREEAM, renewables, low carbon tech)
- Confidence in a client-facing setting, with strong written and verbal communication
- A proactive mindset with a genuine interest in mentoring others and growing technically
What’s on Offer
- A flexible, forward-thinking approach to working
- Technically stimulating projects across varied sectors
- Structured career progression within a growing team
- Competitive salary, £50,000 - £65,000 (depending on your experience)
- Enhanced family leave and sickness benefits
- Buy/sell annual leave options
- Hybrid working + Flexible hours
- Employee wellbeing and assistance programme
- EV and cycle to work schemes
- Professional development support
- Regular team-building and social activities
Please apply with your CV today.","{""error"": ""Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",,0.0
4347002a-7aed-4fb8-983f-1dc1c2c10026,Design Engineer (Mechanical),Engineering @ 365 Ltd,"Warwick, Warwickshire","Design Engineer
Location: Warwick
Salary: £35,000 - £45,000
Job Type: Permanent
Engineering @365 is working with a growing manufacturer of bespoke B2B building products, offering end-to-end design, manufacturing and installation services across the commercial property sector and are now looking to recruit a  **Design Engineer** to join their team.
We are looking for someone with experience in the construction industry as well as moving mechanical components.
About the role:
As a **Design Engineer**, you’ll be based at a modern Warwickshire-based facility, joining a family-run business entering an exciting phase of growth. In this hands-on role you'll be responsible for developing tailored design solutions across a wide variety of commercial projects, working closely with manufacturing and installation teams to bring concepts to life from initial brief through to delivery.
Key Responsibilities:
- Lead the end-to-end delivery of new mechanical products, from initial concept through to full-scale production.
- Design and engineer mechanical components, systems, and custom production tools.
- Interpret and apply technical data from engineering and architectural schematics.
- Conduct experimental testing and system behaviour simulations to validate designs.
- Use a wide range of manufacturing knowledge to enhance production efficiency and quality.
- Guide and support junior engineers, supporting technical development and team growth.
- Take ownership of complex engineering initiatives, including feasibility analysis and risk assessment.
- Promote best practices in manufacturability and ease of assembly across design outputs.
- Diagnose and resolve technical issues during product validation and on-site deployment.
- Collaborate with cross-functional teams, including business development, to secure new project opportunities.
**What we’re looking for:**
- Skilled in CAD/CAM tools, ideally SolidWorks or equivalent.
- Understanding of DFM (Design for Manufacture) and DFA (Design for Assembly) principles.
- Familiarity with advanced manufacturing technologies such as CNC machining, additive manufacturing, robotics, and laser processing.
How to apply:
To apply for the Design Engineer role,  please apply above or alternatively call a member of the team at Engineering @365.
Engineering @365 is committed to creating a diverse workforce and is an equal opportunities employer. We welcome applications from all suitably qualified persons regardless of age, disability, gender, marriage and civil partnership, pregnancy and maternity, race, religion or belief, sex, and sexual orientation.","{""error"": ""Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",,0.0
87249885-ab9b-42e6-bcb4-a40a38376c77,Operations Manager,Yolk Recruitment,Cardiff (in South Glamorgan),,"{""error"": ""Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",,0.0
6d23c422-9d94-4379-b683-07c4b52390e6,Mechanical Technician,Recruit Mint Ltd,Bar Hill,,"{""error"": ""Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",,0.0
f44d8466-5c4d-4d64-824e-664de5a3e113,Internal Trainee Sales Support.,Adept Services Ltd,"Theale, West Berkshire","The position you are looking for Internal Trainee Sales Support. in Theale, West Berkshire is no longer available, but here are some jobs that might interest you","{""error"": ""Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",,0.0
,,,,,"{""error"": ""Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",,0.0
,,,,,"{""error"": ""Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",,0.0
,,,,,"{""error"": ""Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",,0.0
,,,,,"{""error"": ""Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",,0.0
702689d0-dd48-4555-8330-c9f6d145602f,Locum CAMHS Consultant Psychiatrist,Midland Recruitment,Nationwide,"The position you are looking for Locum CAMHS Consultant Psychiatrist in Nationwide is no longer available, but here are some jobs that might interest you","{""error"": ""Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",,0.0
,,,,,"{""error"": ""Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",,0.0
